carat,cut,color,clarity,depth,table,price,x,y,z
0.73,Premium,F,SI1,59.3,61.0,2346,5.85,5.82,3.46
1.21,Ideal,G,VS1,62.7,54.0,9323,6.8,6.82,4.27
0.5,Very Good,D,VS2,63.3,57.0,1819,5.08,5.06,3.21
0.3,Premium,E,VVS2,61.3,59.0,1013,4.32,4.3,2.64
2.24,Ideal,I,SI1,60.5,59.0,18299,8.45,8.5,5.13
0.54,Ideal,F,VVS2,62.3,53.7,2334,5.22,5.26,3.26
1.3,Premium,H,SI1,59.9,59.0,7498,7.18,7.12,4.28
0.55,Ideal,F,VS1,62.0,55.0,1881,5.26,5.29,3.27
2.04,Very Good,H,SI2,62.7,56.0,15618,8.06,8.12,5.07
1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01
1.06,Premium,F,VS2,62.3,58.0,6399,6.56,6.51,4.07
0.31,Premium,H,VS1,59.9,60.0,698,4.45,4.4,2.65
0.51,Ideal,D,VS1,60.9,57.0,1752,5.17,5.2,3.16
0.53,Very Good,F,SI1,59.2,59.0,1284,5.31,5.34,3.15
0.7,Very Good,I,SI1,62.5,60.0,2039,5.64,5.68,3.54
1.1,Ideal,H,SI1,60.2,56.0,4916,6.82,6.74,4.08
0.4,Very Good,F,VVS1,61.9,57.0,1263,4.69,4.71,2.91
0.9,Ideal,D,SI1,61.2,55.0,5226,6.25,6.21,3.81
1.07,Premium,E,VS1,59.7,61.0,8015,6.69,6.64,3.98
1.5,Ideal,I,VS2,62.6,55.0,9408,7.39,7.31,4.6
2.21,Ideal,G,SI2,60.1,60.0,15948,8.47,8.53,5.11
1.03,Ideal,F,SI2,60.5,58.0,4586,6.55,6.49,3.94
1.27,Premium,I,SI1,62.3,56.0,5690,6.93,6.85,4.29
0.9,Very Good,E,VS2,60.6,60.0,4709,6.14,6.27,3.76
0.33,Premium,G,VS2,62.1,56.0,743,4.44,4.41,2.75
2.04,Very Good,I,VS1,61.8,60.0,18127,8.11,8.21,5.04
1.13,Ideal,E,VVS2,61.6,56.0,11115,6.69,6.71,4.13
0.75,Ideal,D,SI1,62.0,58.0,3152,5.81,5.84,3.61
1.51,Ideal,D,SI1,61.9,57.0,11834,7.35,7.42,4.57
0.8,Very Good,E,SI1,63.1,57.0,3293,5.94,5.86,3.72
0.63,Ideal,F,SI1,59.9,59.0,1932,5.59,5.63,3.36
1.1,Premium,E,SI2,60.0,60.0,4201,6.7,6.73,4.03
0.72,Ideal,G,VS2,62.0,56.0,2383,5.75,5.79,3.58
0.58,Ideal,G,SI1,61.4,55.0,1330,5.38,5.41,3.31
1.01,Good,E,VVS2,63.3,58.0,8752,6.31,6.39,4.02
0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
0.54,Ideal,E,SI2,60.4,57.0,1340,5.33,5.27,3.2
2.03,Very Good,J,SI2,60.9,60.0,11968,8.1,8.21,4.97
0.92,Ideal,H,IF,62.5,55.0,5758,6.25,6.3,3.92
1.05,Premium,H,SI1,59.3,58.0,5161,6.65,6.61,3.93
1.12,Very Good,J,SI2,58.5,60.0,4066,6.83,6.89,4.01
0.5,Very Good,F,VS2,61.4,59.0,1615,5.1,5.12,3.14
0.72,Very Good,F,SI1,63.4,58.0,2670,5.69,5.66,3.6
0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7
1.57,Ideal,G,VVS2,62.3,56.0,15144,7.48,7.41,4.64
0.73,Ideal,I,VVS1,61.7,57.0,2561,5.83,5.78,3.58
0.7,Premium,I,I1,62.3,58.0,1107,5.69,5.55,3.51
1.2,Premium,I,VS1,59.9,59.0,6250,6.96,6.87,4.14
0.32,Ideal,D,SI1,60.8,57.0,756,4.44,4.41,2.69
0.3,Good,H,SI1,63.4,57.0,421,4.27,4.31,2.72
1.37,Ideal,G,VVS1,62.6,55.0,12342,7.07,7.12,4.44
1.14,Ideal,E,SI2,62.6,56.0,5005,6.69,6.63,4.17
0.39,Very Good,J,VVS1,62.5,58.0,718,4.61,4.67,2.9
0.31,Ideal,E,VS2,61.0,54.0,680,4.37,4.41,2.68
1.01,Premium,F,VS2,62.0,59.0,6097,6.45,6.38,3.98
0.31,Premium,D,SI1,61.4,58.0,732,4.39,4.34,2.68
1.07,Premium,H,VS2,62.4,59.0,5498,6.53,6.46,4.05
1.19,Good,E,VS2,57.4,60.0,6937,6.9,7.0,3.99
1.59,Ideal,J,SI1,61.3,57.0,7943,7.43,7.52,4.58
0.9,Good,E,SI2,63.7,63.0,3595,6.05,6.1,3.87
0.91,Very Good,I,SI2,63.4,58.0,3006,6.08,6.12,3.87
0.32,Ideal,G,SI1,61.6,57.0,612,4.42,4.38,2.71
0.31,Very Good,G,SI1,62.8,55.0,462,4.32,4.38,2.73
0.31,Very Good,D,SI2,62.7,59.0,462,4.3,4.35,2.71
1.29,Ideal,J,VVS1,61.2,56.0,6918,7.01,7.05,4.3
0.31,Premium,G,VVS1,62.1,59.0,816,4.34,4.39,2.71
0.8,Good,G,SI1,65.3,57.0,2662,5.78,5.85,3.8
0.4,Premium,D,VS1,62.1,58.0,1200,4.73,4.7,2.93
0.37,Ideal,H,VVS1,62.0,53.0,815,4.63,4.66,2.88
0.5,Premium,G,VS2,60.2,60.0,1415,5.21,5.15,3.12
0.74,Very Good,F,SI2,63.1,58.0,1909,5.76,5.72,3.62
0.51,Good,G,VVS2,63.1,58.0,1875,5.07,5.11,3.21
1.25,Ideal,H,VVS2,60.8,57.0,8789,6.95,6.99,4.24
0.42,Good,F,SI1,63.4,56.0,722,4.75,4.78,3.02
0.4,Very Good,G,VVS1,60.6,58.0,1008,4.69,4.78,2.87
0.32,Ideal,D,SI1,61.3,57.0,756,4.41,4.37,2.69
1.11,Very Good,H,SI2,59.0,59.0,4584,6.79,6.82,4.02
0.29,Ideal,E,VS1,60.6,55.0,619,4.33,4.35,2.63
0.7,Very Good,H,VS2,57.9,62.0,2508,5.8,5.9,3.39
0.51,Premium,F,SI1,59.7,59.0,1406,5.2,5.15,3.09
0.33,Ideal,G,VVS1,61.7,54.0,838,4.46,4.49,2.76
0.51,Premium,G,SI1,60.3,61.0,1312,5.19,5.12,3.11
0.9,Very Good,F,SI1,63.6,58.0,3848,6.08,6.12,3.88
0.4,Premium,E,VS2,60.7,60.0,975,4.75,4.7,2.87
1.1,Ideal,F,SI1,61.6,54.0,6621,6.66,6.69,4.11
1.5,Ideal,I,SI1,62.3,56.0,8371,7.35,7.41,4.6
1.23,Ideal,J,VS2,61.8,56.0,4986,6.87,6.81,4.23
0.99,Very Good,F,SI1,62.5,58.0,5112,6.36,6.38,3.98
0.33,Ideal,E,VVS1,61.8,57.0,1052,4.43,4.4,2.73
0.45,Premium,F,SI2,61.5,61.0,936,4.95,4.9,3.03
0.91,Very Good,D,SI2,63.4,59.0,3911,6.12,6.15,3.89
0.8,Ideal,G,SI2,62.2,57.0,2657,5.93,5.96,3.7
1.13,Ideal,H,I1,62.2,55.0,3745,6.69,6.65,4.15
0.5,Premium,D,SI2,62.2,58.0,1190,5.08,5.14,3.18
0.97,Ideal,H,SI2,61.6,56.0,3802,6.39,6.36,3.93
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52
0.8,Premium,J,VS1,61.6,60.0,2202,5.94,5.88,3.64
0.5,Very Good,E,VVS2,62.0,55.0,2105,5.08,5.11,3.16
1.01,Very Good,F,SI2,63.4,56.0,4355,6.4,6.34,4.04
0.44,Ideal,F,VVS2,60.9,55.0,1253,4.96,4.92,3.01
0.38,Very Good,F,SI2,60.1,60.0,644,4.7,4.75,2.84
1.13,Ideal,I,VS1,61.6,54.0,5813,6.72,6.74,4.15
0.51,Good,E,SI1,63.6,59.0,1241,5.13,5.06,3.24
1.04,Ideal,G,VVS1,62.5,55.0,8268,6.54,6.45,4.06
0.42,Very Good,F,VVS1,63.0,59.0,1154,4.75,4.81,3.01
1.5,Ideal,F,SI1,62.0,60.0,12466,7.32,7.29,4.53
0.5,Premium,E,VS2,62.6,58.0,1559,5.07,5.12,3.19
0.27,Very Good,E,VS1,61.9,59.0,470,4.16,4.21,2.59
1.07,Ideal,H,SI2,61.8,56.0,4442,6.58,6.63,4.08
1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99
1.01,Very Good,F,VS2,63.3,57.0,6533,6.41,6.33,4.03
0.3,Ideal,E,VS2,61.8,56.0,658,4.31,4.33,2.67
0.64,Premium,D,SI1,62.3,58.0,2074,5.53,5.49,3.43
0.3,Premium,D,VS2,61.9,58.0,911,4.32,4.28,2.66
0.7,Very Good,I,SI1,61.4,57.0,2028,5.72,5.75,3.52
2.24,Premium,H,SI2,61.4,57.0,16656,8.43,8.35,5.15
1.01,Premium,I,SI1,62.7,60.0,2885,6.36,6.27,3.96
0.9,Premium,G,SI1,60.6,61.0,3407,6.16,6.12,3.72
0.36,Ideal,E,SI1,61.6,56.0,631,4.56,4.59,2.82
0.31,Good,D,SI2,63.9,57.0,462,4.28,4.33,2.75
1.59,Ideal,H,VS1,61.8,57.0,12047,7.42,7.49,4.61
1.57,Premium,G,SI2,61.1,61.0,8572,7.46,7.43,4.55
0.72,Ideal,H,VVS2,60.9,56.0,3475,5.78,5.84,3.54
0.51,Very Good,D,VS1,61.0,57.0,1756,5.15,5.18,3.15
0.53,Ideal,G,SI1,61.8,58.0,1255,5.16,5.19,3.2
0.26,Ideal,E,VVS2,62.0,56.0,599,4.1,4.13,2.55
0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56
0.31,Ideal,H,VVS1,61.5,54.0,907,4.39,4.36,2.69
0.5,Very Good,D,SI1,60.7,59.0,1190,5.11,5.04,3.08
1.22,Very Good,J,SI1,62.2,59.0,5029,6.77,6.8,4.22
1.03,Ideal,H,SI1,61.0,55.0,4759,6.56,6.59,4.01
0.3,Ideal,H,VVS2,62.5,55.0,581,4.29,4.32,2.69
1.74,Very Good,G,VS2,62.9,57.0,16169,7.64,7.68,4.82
0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,2.76
1.13,Good,G,I1,63.4,58.0,3127,6.58,6.61,4.18
0.4,Premium,G,SI1,61.4,60.0,900,4.71,4.67,2.88
0.3,Good,G,VVS2,63.8,56.0,684,4.27,4.29,2.73
1.02,Premium,E,SI2,59.9,58.0,4478,6.6,6.55,3.94
0.4,Ideal,G,IF,61.8,55.0,1239,4.75,4.79,2.95
0.5,Premium,F,I1,61.9,58.0,851,5.15,5.05,3.15
0.61,Ideal,D,VVS2,62.4,58.0,3036,5.38,5.42,3.37
0.37,Good,G,SI2,63.4,57.0,487,4.55,4.57,2.89
0.4,Ideal,G,SI2,62.1,55.0,926,4.73,4.74,2.94
1.01,Ideal,E,SI1,59.8,60.0,5751,6.56,6.48,3.9
0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
0.74,Premium,G,SI1,59.6,59.0,2447,5.94,5.87,3.52
1.5,Fair,E,SI2,65.8,57.0,7459,7.17,7.11,4.7
1.29,Premium,G,VS2,61.9,58.0,8530,7.02,6.97,4.33
0.82,Fair,G,SI1,66.4,54.0,2339,5.87,5.82,3.88
1.51,Ideal,H,SI1,62.4,57.0,9569,7.3,7.34,4.57
1.01,Ideal,E,SI2,61.2,54.0,4751,6.52,6.49,3.98
1.52,Premium,G,VVS1,60.4,59.0,15959,7.38,7.48,4.49
0.35,Ideal,F,VS1,61.9,55.0,782,4.53,4.58,2.82
0.56,Ideal,E,VS1,62.7,56.0,1608,5.26,5.3,3.31
0.7,Premium,F,SI1,61.5,57.0,2354,5.74,5.68,3.51
1.7,Very Good,E,VS2,58.6,60.0,18107,7.91,7.82,4.61
0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71
0.73,Premium,I,VVS2,60.6,58.0,2519,5.84,5.78,3.52
0.54,Ideal,F,VVS2,61.2,55.0,2333,5.27,5.25,3.22
0.5,Ideal,D,VS2,61.7,56.0,1844,5.12,5.14,3.16
0.32,Premium,D,VS2,60.3,60.0,972,4.44,4.42,2.67
0.34,Ideal,I,SI1,60.2,57.0,589,4.54,4.5,2.72
0.3,Very Good,I,SI1,61.2,58.0,405,4.28,4.31,2.63
0.42,Ideal,E,VS1,60.6,57.0,1177,4.84,4.86,2.94
0.35,Ideal,G,VS1,61.9,55.0,906,4.53,4.51,2.8
0.55,Ideal,F,VS2,61.3,54.0,1649,5.27,5.33,3.25
0.32,Ideal,D,VS2,62.0,55.0,972,4.41,4.37,2.72
0.31,Premium,I,VS2,61.1,58.0,435,4.36,4.38,2.67
2.24,Premium,H,SI2,61.8,58.0,10913,8.41,8.34,5.18
1.54,Premium,I,SI1,60.1,58.0,9314,7.53,7.48,4.51
1.12,Very Good,I,VS1,59.6,58.0,5036,6.82,6.77,4.05
0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27
0.7,Ideal,H,SI1,61.9,57.0,2107,5.66,5.69,3.51
0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17
0.57,Ideal,G,VS1,62.3,53.7,1837,5.32,5.35,3.32
0.3,Good,E,VS2,59.7,63.0,603,4.32,4.35,2.59
0.24,Very Good,F,VVS1,61.8,58.0,478,3.95,3.98,2.45
0.5,Very Good,F,VVS2,61.9,56.0,2003,5.09,5.12,3.16
0.3,Ideal,E,VS1,62.1,58.0,670,4.27,4.3,2.66
0.5,Ideal,F,VS1,62.5,57.0,1838,5.09,5.06,3.17
0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51
0.57,Very Good,D,SI1,59.8,60.0,1906,5.4,5.34,3.21
0.71,Good,H,SI1,58.3,61.0,2131,5.84,5.79,3.39
1.29,Ideal,F,VS1,60.7,57.0,11197,7.08,7.05,4.29
0.43,Ideal,H,VVS2,62.3,55.0,943,4.82,4.85,3.01
0.71,Ideal,E,SI1,61.6,53.0,2258,5.79,5.73,3.55
1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
0.42,Ideal,D,SI1,61.7,56.0,810,4.79,4.83,2.97
0.41,Ideal,E,VVS2,61.6,55.0,1363,4.81,4.84,2.97
0.3,Premium,D,SI1,62.2,58.0,552,4.28,4.31,2.67
0.38,Very Good,F,VS1,59.7,61.0,988,4.69,4.73,2.81
0.85,Very Good,E,VS2,63.6,56.0,3997,5.97,6.01,3.81
0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.5,2.75
0.58,Good,F,SI1,63.1,57.0,1388,5.29,5.33,3.35
0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53
0.29,Very Good,F,VS1,59.1,60.0,504,4.33,4.36,2.57
1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
0.36,Ideal,G,VS1,61.5,58.0,725,4.59,4.61,2.83
0.41,Very Good,G,VS2,62.9,59.0,827,4.7,4.75,2.97
0.75,Ideal,G,SI1,62.2,57.0,2456,5.8,5.84,3.62
0.32,Premium,E,SI2,61.7,60.0,449,4.38,4.41,2.71
0.54,Ideal,F,VVS1,61.6,55.0,2977,5.28,5.27,3.25
0.35,Ideal,H,VVS1,62.3,55.0,798,4.51,4.55,2.82
1.13,Ideal,E,VS2,62.0,54.0,8253,6.66,6.7,4.14
0.35,Ideal,E,VS1,61.1,55.0,773,4.56,4.58,2.79
0.44,Good,F,SI2,56.6,63.0,974,5.11,5.06,2.88
0.71,Very Good,H,SI1,60.7,60.0,2266,5.73,5.76,3.49
1.33,Premium,E,VS1,60.5,58.0,12342,7.15,7.1,4.31
0.3,Ideal,E,VS2,61.8,57.0,603,4.28,4.3,2.65
1.06,Premium,F,SI2,62.6,59.0,3901,6.51,6.47,4.06
0.55,Premium,E,SI1,62.4,57.6,1630,5.23,5.28,3.27
0.41,Good,I,SI1,63.8,57.0,611,4.67,4.7,2.99
0.9,Very Good,E,VS2,63.3,59.0,4482,6.08,6.12,3.86
1.01,Very Good,I,SI2,63.2,58.0,3309,6.34,6.31,4.0
0.32,Ideal,G,VVS2,62.1,55.0,936,4.38,4.35,2.71
0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
1.51,Premium,H,VS1,61.0,60.0,11161,7.29,7.34,4.46
0.32,Ideal,D,VVS2,62.2,56.0,790,4.37,4.41,2.73
0.9,Good,G,VVS2,63.6,58.0,5001,6.1,6.11,3.88
0.71,Ideal,J,VS1,62.3,55.0,2085,5.7,5.73,3.56
0.3,Premium,H,VVS1,62.5,59.0,878,4.29,4.26,2.67
1.01,Very Good,F,SI1,61.9,58.0,5383,6.41,6.44,3.98
1.21,Ideal,H,VS1,62.4,53.0,7811,6.83,6.86,4.27
1.01,Premium,I,SI2,61.1,58.0,3874,6.5,6.46,3.96
1.34,Ideal,J,SI2,62.5,57.0,5273,7.0,7.08,4.4
0.53,Ideal,E,SI1,61.6,56.0,1607,5.23,5.19,3.21
1.17,Ideal,G,VS2,61.5,57.0,6139,6.86,6.8,4.2
1.01,Ideal,E,SI2,62.1,56.0,4355,6.39,6.43,3.98
1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02
3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
1.51,Premium,G,VS2,62.5,59.0,12756,7.28,7.34,4.57
0.46,Very Good,D,VS2,61.2,57.0,1321,4.96,5.0,3.05
0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78
1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3
0.32,Premium,G,VS1,60.6,60.0,645,4.4,4.44,2.68
0.7,Very Good,G,VS1,62.8,58.0,2613,5.62,5.68,3.55
1.2,Premium,I,VS2,62.6,61.0,5645,6.76,6.68,4.21
1.35,Premium,F,SI2,62.8,60.0,6804,7.08,7.0,4.42
0.3,Ideal,D,VS1,60.8,58.0,742,4.31,4.34,2.63
1.62,Very Good,E,SI2,60.8,59.0,9355,7.57,7.62,4.62
0.3,Ideal,G,VVS1,62.9,57.0,1013,4.3,4.26,2.69
1.21,Premium,F,SI2,61.5,61.0,5387,6.82,6.77,4.18
0.5,Good,E,SI1,64.0,56.0,1090,5.03,4.97,3.2
0.96,Fair,G,I1,64.5,60.0,2068,6.16,6.11,3.96
0.73,Very Good,F,VVS2,62.1,57.0,3705,5.74,5.76,3.57
0.5,Ideal,E,VS2,61.4,56.0,1629,5.12,5.08,3.13
0.9,Good,I,VVS2,62.9,61.0,3946,6.1,6.14,3.85
0.9,Premium,J,VVS2,62.5,61.0,3459,6.15,6.08,3.82
0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68
0.3,Premium,I,VVS1,62.6,60.0,552,4.25,4.28,2.67
1.04,Ideal,G,VS2,62.0,59.0,6286,6.43,6.5,4.01
1.2,Very Good,G,IF,60.9,55.0,10497,6.9,6.93,4.21
0.3,Very Good,G,VVS1,62.1,61.0,789,4.27,4.3,2.66
0.38,Ideal,F,IF,62.2,54.0,1229,4.68,4.71,2.92
0.7,Premium,J,SI1,63.0,56.0,1827,5.66,5.61,3.55
0.57,Ideal,E,VS1,61.0,56.0,2297,5.38,5.4,3.29
2.11,Premium,J,SI2,60.7,60.0,12554,8.27,8.2,5.0
0.42,Ideal,G,VS2,60.8,57.0,1087,4.85,4.82,2.94
0.7,Very Good,H,VS2,62.1,55.0,2106,5.66,5.71,3.53
0.4,Ideal,G,SI2,61.9,54.0,622,4.75,4.8,2.94
1.53,Premium,G,SI1,61.7,59.0,9747,7.4,7.31,4.54
0.34,Ideal,G,IF,61.5,56.0,952,4.52,4.54,2.79
1.57,Ideal,G,SI1,61.7,55.0,8752,7.51,7.44,4.61
0.59,Ideal,J,VS1,58.7,56.0,1330,5.52,5.48,3.23
0.71,Very Good,D,VS2,63.0,58.0,3096,5.65,5.68,3.57
0.91,Premium,G,SI2,60.4,61.0,3376,6.28,6.21,3.77
1.98,Very Good,I,VS2,62.7,60.0,15083,7.9,7.96,4.98
1.3,Ideal,I,SI1,62.3,58.0,6451,6.94,7.0,4.34
2.28,Good,J,SI1,63.7,55.0,14350,8.35,8.28,5.3
1.05,Very Good,F,VS2,62.8,57.0,6808,6.45,6.48,4.06
0.4,Good,E,SI2,63.9,57.0,798,4.71,4.65,2.99
0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71
1.28,Premium,H,SI2,62.0,57.0,6164,7.0,6.94,4.32
0.56,Premium,J,VS2,60.9,60.0,1232,5.33,5.27,3.23
0.32,Ideal,G,VS1,62.0,56.0,645,4.35,4.39,2.71
0.54,Ideal,E,SI2,60.6,57.0,1246,5.25,5.28,3.19
0.55,Premium,F,SI2,60.6,58.0,1263,5.31,5.28,3.21
0.51,Ideal,F,VS2,61.3,56.0,1562,5.14,5.11,3.14
0.68,Good,F,SI1,61.2,61.0,1924,5.59,5.63,3.43
0.32,Very Good,H,VS1,61.7,61.0,561,4.38,4.43,2.72
0.7,Very Good,G,VS1,61.9,57.0,3127,5.68,5.71,3.53
0.71,Premium,I,SI1,60.2,58.0,2173,5.83,5.76,3.49
0.72,Premium,G,SI1,61.2,62.0,2212,5.75,5.72,3.51
1.0,Good,D,SI2,58.1,65.0,4427,6.54,6.48,3.78
0.4,Very Good,D,VS2,59.3,58.0,850,4.8,4.85,2.86
0.3,Ideal,G,VS1,62.4,57.0,624,4.3,4.32,2.69
1.7,Premium,I,VS2,61.2,59.0,11257,7.55,7.62,4.64
0.5,Ideal,D,VS1,62.2,54.4,2033,5.07,5.11,3.16
2.01,Good,I,SI1,64.1,62.0,13587,7.94,7.85,5.06
0.41,Very Good,G,VS2,61.3,57.0,827,4.76,4.8,2.93
0.32,Ideal,G,VS1,61.6,57.0,645,4.38,4.42,2.71
2.04,Ideal,H,SI2,61.5,57.0,16800,8.15,8.18,5.02
0.4,Premium,E,IF,61.3,58.0,1580,4.77,4.73,2.91
0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95
0.45,Premium,J,SI2,60.9,57.0,720,4.95,4.9,3.05
1.02,Good,E,VS2,63.2,60.0,6462,6.29,6.34,3.99
0.83,Good,G,SI2,63.7,56.0,2614,5.92,5.95,3.78
0.91,Ideal,G,VS1,62.3,55.0,4775,6.22,6.17,3.86
0.38,Ideal,F,VS2,60.4,55.0,871,4.71,4.76,2.86
0.32,Ideal,F,VS2,61.1,57.0,645,4.4,4.44,2.7
0.5,Good,D,VVS2,57.8,62.0,2065,5.23,5.28,3.04
1.18,Ideal,I,VS1,62.6,55.3,6541,6.73,6.79,4.24
0.73,Ideal,H,VVS2,61.6,56.0,3463,5.8,5.82,3.57
0.81,Premium,F,SI1,59.4,60.0,2403,6.11,6.07,3.62
0.4,Good,H,VS2,59.4,64.0,945,4.82,4.75,2.84
0.31,Very Good,D,SI2,62.9,59.0,462,4.28,4.31,2.7
0.43,Ideal,G,IF,61.8,55.0,1433,4.85,4.89,3.01
1.0,Good,E,SI1,63.1,64.0,4435,6.31,6.25,3.96
0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56
0.63,Very Good,H,VVS2,63.2,60.0,1932,5.49,5.39,3.44
0.62,Premium,H,IF,58.9,58.0,2389,5.65,5.58,3.31
0.9,Ideal,G,SI2,60.7,57.0,4314,6.19,6.33,3.8
1.07,Very Good,G,SI2,59.9,59.0,4201,6.61,6.67,3.98
0.41,Ideal,F,SI1,62.7,57.0,969,4.74,4.7,2.96
0.43,Ideal,E,VS2,62.2,57.0,1048,4.84,4.8,3.0
0.3,Very Good,J,VS1,61.1,61.0,427,4.33,4.38,2.66
1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14
0.35,Premium,H,VS2,59.6,62.0,709,4.62,4.57,2.74
0.26,Premium,H,VVS1,59.8,59.0,468,4.12,4.17,2.48
1.32,Ideal,I,VS2,60.8,57.0,7209,7.07,7.02,4.28
1.75,Premium,D,SI2,60.6,60.0,13485,7.78,7.74,4.7
0.73,Ideal,I,VS2,61.6,55.0,2756,5.82,5.84,3.59
1.01,Good,I,SI2,62.6,59.0,3823,6.34,6.43,4.0
1.01,Good,F,VVS2,65.9,54.0,7001,6.18,6.27,4.1
0.46,Very Good,D,VVS1,61.6,59.0,1993,4.92,4.97,3.05
1.59,Ideal,J,SI1,62.4,55.0,8176,7.45,7.48,4.66
0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19
0.32,Very Good,G,SI1,60.9,56.0,477,4.41,4.45,2.7
1.06,Premium,G,VS2,62.5,58.0,5543,6.52,6.47,4.06
0.38,Ideal,F,VVS2,62.7,56.0,1033,4.61,4.64,2.9
0.95,Premium,G,SI2,60.5,62.0,3671,6.44,6.36,3.88
2.01,Good,I,SI2,64.6,57.0,12681,7.82,7.88,5.07
0.41,Good,E,SI1,63.2,58.0,705,4.68,4.72,2.97
0.46,Very Good,E,SI1,61.4,62.0,1042,4.92,4.95,3.03
0.34,Premium,G,VS2,60.3,58.0,596,4.49,4.53,2.72
2.39,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31
1.55,Very Good,E,SI1,62.4,58.0,10851,7.36,7.42,4.61
0.58,Ideal,J,VS2,60.9,57.0,1324,5.38,5.4,3.28
0.34,Ideal,E,VVS1,61.9,56.0,1014,4.47,4.51,2.78
0.85,Very Good,F,VS2,62.2,56.0,3705,6.01,6.08,3.76
0.41,Ideal,F,VVS1,62.3,53.0,1295,4.77,4.8,2.98
1.5,Very Good,H,VS2,61.6,55.0,10558,7.37,7.43,4.56
1.02,Good,G,SI2,59.9,58.0,4159,6.48,6.55,3.9
1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04
1.52,Very Good,G,VS2,62.8,54.0,12359,7.26,7.36,4.59
0.73,Premium,F,SI1,61.7,58.0,2527,5.74,5.7,3.53
0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
0.36,Ideal,F,SI1,61.5,56.0,770,4.62,4.59,2.83
1.51,Premium,I,VS2,62.3,60.0,8997,7.35,7.29,4.56
0.42,Ideal,G,VVS2,62.2,56.0,1103,4.81,4.77,2.98
0.97,Ideal,H,SI2,60.7,55.0,3729,6.47,6.41,3.91
1.32,Good,E,SI1,63.7,56.0,6830,6.96,6.88,4.41
2.04,Very Good,G,SI2,59.9,58.0,16389,8.26,8.31,4.96
1.02,Premium,H,VS1,58.5,57.0,5569,6.65,6.61,3.88
0.57,Ideal,F,VS2,61.6,56.0,1684,5.37,5.34,3.3
0.3,Very Good,D,SI1,62.3,59.0,552,4.22,4.25,2.64
1.0,Premium,F,VS2,61.9,59.0,6521,6.36,6.41,3.95
1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37
0.32,Very Good,F,SI2,62.6,56.0,421,4.37,4.41,2.75
1.43,Very Good,H,SI1,62.8,58.0,8069,7.08,7.13,4.46
0.43,Ideal,F,VVS1,61.0,56.0,1358,4.87,4.9,2.98
0.39,Very Good,E,VS1,62.5,58.0,914,4.67,4.7,2.93
0.32,Ideal,G,IF,62.0,54.0,918,4.42,4.45,2.75
0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71
0.78,Premium,F,VS1,61.5,58.0,3446,5.93,5.98,3.66
0.75,Premium,F,SI2,60.9,58.0,2274,5.88,5.91,3.59
1.72,Very Good,F,SI1,63.2,61.0,13622,7.62,7.57,4.8
1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14
0.72,Ideal,I,VVS2,62.2,54.0,2420,5.73,5.78,3.58
0.51,Very Good,G,VS2,62.7,58.0,1438,5.09,5.12,3.2
0.4,Premium,F,VS2,62.6,58.0,842,4.68,4.72,2.94
